10.97	11.07	PITCH
12.38	12.48	PITCH
13.96	14.06	PITCH
18.33	18.43	PITCH
22.369999999999997	22.47	PITCH
27.75	27.85	PITCH
29.82	29.92	PITCH
34.199999999999996	34.3	PITCH
39.91	40.01	PITCH
48.949999999999996	49.05	PITCH
49.19	49.29	PITCH
50.65	50.75	PITCH
57.96	58.06	PITCH
186.52	186.62	PITCH
243.43	243.53	PITCH
266.04999999999995	266.15	PITCH
306.28	306.38	PITCH
306.71999999999997	306.82	PITCH
313.4	313.5	PITCH
315.62	315.72	PITCH
356.33	356.43	PITCH
361.59	361.69	PITCH
377.97999999999996	378.08	PITCH
391.27	391.37	PITCH
421.14	421.24	PITCH
421.60999999999996	421.71	PITCH
440.09999999999997	440.2	PITCH
443.09	443.19	PITCH
447.62	447.72	PITCH
448.46999999999997	448.57	PITCH
450.16999999999996	450.27	PITCH
458.16999999999996	458.27	PITCH
483.19	483.29	PITCH
489.92999999999995	490.03	PITCH
493.65999999999997	493.76	PITCH
497.95	498.05	PITCH
499.56	499.66	PITCH
500.31	500.41	PITCH
505.5	505.6	PITCH
508.09999999999997	508.2	PITCH
519.89	519.99	PITCH
523.0799999999999	523.18	PITCH
523.53	523.63	PITCH
525.0699999999999	525.17	PITCH
529.02	529.12	PITCH
547.0699999999999	547.17	PITCH
553.63	553.73	PITCH
584.31	584.41	PITCH
585.35	585.45	PITCH
588.24	588.34	PITCH
603.48	603.58	PITCH
628.56	628.66	PITCH
637.9399999999999	638.04	PITCH
643.3	643.4	PITCH
653.99	654.09	PITCH
712.48	712.58	PITCH
712.5799999999999	712.68	PITCH
750.65	750.75	PITCH
755.12	755.22	PITCH
782.87	782.97	PITCH
811.74	811.84	PITCH
834.2099999999999	834.31	PITCH
834.26	834.36	PITCH
838.05	838.15	PITCH
863.78	863.88	PITCH
892.8199999999999	892.92	PITCH
939.8	939.9	PITCH
940.34	940.44	PITCH
959.28	959.38	PITCH
989.4499999999999	989.55	PITCH
