3.79	3.89	PITCH
6.11	6.21	PITCH
88.58000000000001	88.68	PITCH
113.92	114.02	PITCH
114.80000000000001	114.9	PITCH
128.74	128.84	PITCH
129.86	129.96	PITCH
161.09	161.19	PITCH
189.46	189.56	PITCH
189.89000000000001	189.99	PITCH
204.6	204.7	PITCH
214.86	214.96	PITCH
243.82	243.92	PITCH
263.08	263.18	PITCH
264.65999999999997	264.76	PITCH
423.23999999999995	423.34	PITCH
449.57	449.67	PITCH
456.04999999999995	456.15	PITCH
488.47999999999996	488.58	PITCH
488.52	488.62	PITCH
491.40999999999997	491.51	PITCH
524.88	524.98	PITCH
569.16	569.26	PITCH
569.34	569.44	PITCH
571.5699999999999	571.67	PITCH
595.78	595.88	PITCH
615.81	615.91	PITCH
618.79	618.89	PITCH
656.3299999999999	656.43	PITCH
657.9599999999999	658.06	PITCH
663.35	663.45	PITCH
668.22	668.32	PITCH
671.86	671.96	PITCH
673.02	673.12	PITCH
673.36	673.46	PITCH
675.0	675.1	PITCH
686.1899999999999	686.29	PITCH
690.0799999999999	690.18	PITCH
696.01	696.11	PITCH
710.24	710.34	PITCH
720.6	720.7	PITCH
720.99	721.09	PITCH
729.3	729.4	PITCH
731.12	731.22	PITCH
752.9399999999999	753.04	PITCH
758.3	758.4	PITCH
766.35	766.45	PITCH
768.27	768.37	PITCH
768.72	768.82	PITCH
780.84	780.94	PITCH
801.0	801.1	PITCH
843.0799999999999	843.18	PITCH
918.0	918.1	PITCH
925.98	926.08	PITCH
932.68	932.78	PITCH
947.59	947.69	PITCH
950.98	951.08	PITCH
963.81	963.91	PITCH
1022.86	1022.96	PITCH
1042.5700000000002	1042.67	PITCH
1050.23	1050.33	PITCH
1050.3200000000002	1050.42	PITCH
1078.63	1078.73	PITCH
1109.4	1109.5	PITCH
1126.24	1126.34	PITCH
1136.8400000000001	1136.94	PITCH
1160.92	1161.02	PITCH
1160.95	1161.05	PITCH
1169.6100000000001	1169.71	PITCH
1194.43	1194.53	PITCH
1199.0400000000002	1199.14	PITCH
1199.1000000000001	1199.2	PITCH
1216.67	1216.77	PITCH
1232.7	1232.8	PITCH
1250.43	1250.53	PITCH
1268.5400000000002	1268.64	PITCH
1301.72	1301.82	PITCH
1307.0500000000002	1307.15	PITCH
1371.7	1371.8	PITCH
1377.46	1377.56	PITCH
1416.0900000000001	1416.19	PITCH
1461.2	1461.3	PITCH
1463.5	1463.6	PITCH
1514.49	1514.59	PITCH
1544.44	1544.54	PITCH
1587.74	1587.84	PITCH
1587.7800000000002	1587.88	PITCH
1587.99	1588.09	PITCH
1622.65	1622.75	PITCH
1623.89	1623.99	PITCH
1630.3000000000002	1630.4	PITCH
1683.0900000000001	1683.19	PITCH
1767.77	1767.87	PITCH
1829.0700000000002	1829.17	PITCH
1899.4	1899.5	PITCH
1940.14	1940.24	PITCH
1942.26	1942.36	PITCH
2063.8	2063.9	PITCH
2136.35	2136.45	PITCH
2142.34	2142.44	PITCH
2169.05	2169.15	PITCH
2172.31	2172.41	PITCH
2184.4900000000002	2184.59	PITCH
2190.9	2191.0	PITCH
2195.61	2195.71	PITCH
2211.1800000000003	2211.28	PITCH
