2.6999999999999997	2.8	PITCH
4.4	4.5	PITCH
6.550000000000001	6.65	PITCH
9.74	9.84	PITCH
9.790000000000001	9.89	PITCH
17.22	17.32	PITCH
23.75	23.85	PITCH
30.259999999999998	30.36	PITCH
30.59	30.69	PITCH
32.72	32.82	PITCH
36.39	36.49	PITCH
36.53	36.63	PITCH
49.699999999999996	49.8	PITCH
57.23	57.33	PITCH
58.75	58.85	PITCH
82.45	82.55	PITCH
83.25	83.35	PITCH
85.73	85.83	PITCH
93.17	93.27	PITCH
93.66000000000001	93.76	PITCH
123.14	123.24	PITCH
125.13000000000001	125.23	PITCH
141.28	141.38	PITCH
141.33	141.43	PITCH
144.14000000000001	144.24	PITCH
150.98000000000002	151.08	PITCH
156.29	156.39	PITCH
163.27	163.37	PITCH
165.78	165.88	PITCH
173.16	173.26	PITCH
177.24	177.34	PITCH
177.81	177.91	PITCH
179.8	179.9	PITCH
190.06	190.16	PITCH
210.27	210.37	PITCH
213.03	213.13	PITCH
215.55	215.65	PITCH
220.53	220.63	PITCH
231.38	231.48	PITCH
231.65	231.75	PITCH
233.03	233.13	PITCH
234.57	234.67	PITCH
240.87	240.97	PITCH
248.71	248.81	PITCH
264.29999999999995	264.4	PITCH
265.95	266.05	PITCH
276.4	276.5	PITCH
277.32	277.42	PITCH
284.19	284.29	PITCH
286.25	286.35	PITCH
286.81	286.91	PITCH
292.38	292.48	PITCH
297.15	297.25	PITCH
297.17999999999995	297.28	PITCH
298.75	298.85	PITCH
300.71	300.81	PITCH
301.19	301.29	PITCH
310.42999999999995	310.53	PITCH
310.59999999999997	310.7	PITCH
315.79999999999995	315.9	PITCH
319.34	319.44	PITCH
330.95	331.05	PITCH
363.2	363.3	PITCH
364.69	364.79	PITCH
394.21	394.31	PITCH
413.28999999999996	413.39	PITCH
413.77	413.87	PITCH
417.94	418.04	PITCH
433.78999999999996	433.89	PITCH
436.34999999999997	436.45	PITCH
436.48999999999995	436.59	PITCH
436.71	436.81	PITCH
444.54999999999995	444.65	PITCH
446.59	446.69	PITCH
451.89	451.99	PITCH
460.62	460.72	PITCH
