5.91	6.01	PITCH
24.479999999999997	24.58	PITCH
26.56	26.66	PITCH
41.04	41.14	PITCH
55.08	55.18	PITCH
72.77000000000001	72.87	PITCH
75.86	75.96	PITCH
87.42	87.52	PITCH
90.16000000000001	90.26	PITCH
152.06	152.16	PITCH
153.67000000000002	153.77	PITCH
158.05	158.15	PITCH
160.25	160.35	PITCH
161.20000000000002	161.3	PITCH
161.28	161.38	PITCH
173.28	173.38	PITCH
174.34	174.44	PITCH
175.26000000000002	175.36	PITCH
179.62	179.72	PITCH
185.77	185.87	PITCH
188.13	188.23	PITCH
206.57	206.67	PITCH
233.66	233.76	PITCH
236.25	236.35	PITCH
238.87	238.97	PITCH
247.97	248.07	PITCH
250.91	251.01	PITCH
270.42999999999995	270.53	PITCH
301.19	301.29	PITCH
303.23999999999995	303.34	PITCH
453.15	453.25	PITCH
550.0699999999999	550.17	PITCH
560.8299999999999	560.93	PITCH
627.0699999999999	627.17	PITCH
648.34	648.44	PITCH
730.24	730.34	PITCH
731.1899999999999	731.29	PITCH
732.11	732.21	PITCH
736.22	736.32	PITCH
766.04	766.14	PITCH
766.0799999999999	766.18	PITCH
779.61	779.71	PITCH
824.12	824.22	PITCH
884.3199999999999	884.42	PITCH
885.9499999999999	886.05	PITCH
945.0	945.1	PITCH
960.53	960.63	PITCH
960.5699999999999	960.67	PITCH
1008.4599999999999	1008.56	PITCH
1011.84	1011.94	PITCH
1022.9599999999999	1023.06	PITCH
1035.46	1035.56	PITCH
1176.43	1176.53	PITCH
1201.5600000000002	1201.66	PITCH
1201.69	1201.79	PITCH
1244.18	1244.28	PITCH
1247.3400000000001	1247.44	PITCH
1284.5400000000002	1284.64	PITCH
1285.4	1285.5	PITCH
1316.63	1316.73	PITCH
1321.7800000000002	1321.88	PITCH
1331.19	1331.29	PITCH
1336.17	1336.27	PITCH
1465.68	1465.78	PITCH
1483.5400000000002	1483.64	PITCH
1510.91	1511.01	PITCH
1531.26	1531.36	PITCH
1590.5700000000002	1590.67	PITCH
1685.02	1685.12	PITCH
1727.6100000000001	1727.71	PITCH
1750.5600000000002	1750.66	PITCH
1903.0500000000002	1903.15	PITCH
2003.75	2003.85	PITCH
2004.15	2004.25	PITCH
2005.88	2005.98	PITCH
2023.73	2023.83	PITCH
2062.04	2062.14	PITCH
2080.9900000000002	2081.09	PITCH
2093.86	2093.96	PITCH
2120.71	2120.81	PITCH
2125.53	2125.63	PITCH
2132.58	2132.68	PITCH
2158.34	2158.44	PITCH
2167.7400000000002	2167.84	PITCH
2181.2000000000003	2181.3	PITCH
