16.304	16.736	MTD0010ID
583.648	586.016	MTD0010ID
975.696	976.352	MTD0010ID
1009.22	1014.47	MTD0010ID
1014.47	1018.12	MTD0010ID
1018.12	1021.3	MTD0010ID
1039.82	1042.46	MTD0010ID
1042.56	1045.54	MTD0010ID
1056.88	1059.71	MTD0010ID
1059.71	1061.36	MTD0010ID
1062.99	1064.69	MTD0010ID
1067.5	1068.52	MTD0010ID
1074.88	1075.39	MTD0010ID
1080.43	1081.58	MTD0010ID
1090.22	1091.18	MTD0010ID
1267.45	1268.5	MTD0010ID
1430.38	1431.5	MTD0010ID
1431.5	1432.56	MTD0010ID
1473.95	1474.34	MTD0010ID
13.32	16.73	MTD009PM
16.73	19.56	MTD009PM
19.56	21.25	MTD009PM
21.25	23.32	MTD009PM
23.32	26.29	MTD009PM
26.29	27.181	MTD009PM
32.351	33.44	MTD009PM
35.619	38.09	MTD009PM
38.09	41.67	MTD009PM
41.67	42.74	MTD009PM
42.74	43.81	MTD009PM
43.81	44.41	MTD009PM
44.41	45.35	MTD009PM
45.35	45.9	MTD009PM
45.9	47.03	MTD009PM
47.03	48.784	MTD009PM
50.08	54.15	MTD009PM
54.15	58.144	MTD009PM
61.875	62.987	MTD009PM
65.35	68.35	MTD009PM
68.35	70.37	MTD009PM
70.37	77.97	MTD009PM
77.97	84.16	MTD009PM
84.16	90.14	MTD009PM
90.14	94.24	MTD009PM
94.24	99.19	MTD009PM
99.19	101.488	MTD009PM
106.775	109.68	MTD009PM
109.68	112.06	MTD009PM
112.06	114.096	MTD009PM
116.64	122.27	MTD009PM
122.27	125.29	MTD009PM
125.29	134.76	MTD009PM
134.76	139.296	MTD009PM
140.608	141.856	MTD009PM
142.902	148.336	MTD009PM
149.648	159.424	MTD009PM
161.216	164.42	MTD009PM
164.42	169.46	MTD009PM
169.46	171.36	MTD009PM
171.36	175.25	MTD009PM
175.25	179.17	MTD009PM
179.17	183.14	MTD009PM
183.14	184.23	MTD009PM
184.23	187.01	MTD009PM
187.01	189.49	MTD009PM
189.49	190.928	MTD009PM
193.072	194.016	MTD009PM
195.968	197.53	MTD009PM
197.53	200.54	MTD009PM
200.54	203.35	MTD009PM
203.35	212.74	MTD009PM
212.74	219.34	MTD009PM
219.34	223.35	MTD009PM
223.35	227.35	MTD009PM
227.35	231.13	MTD009PM
231.13	238.11	MTD009PM
238.11	246.29	MTD009PM
246.29	252.192	MTD009PM
252.983	257.76	MTD009PM
257.76	258.992	MTD009PM
260.352	262.096	MTD009PM
263.136	270.9	MTD009PM
270.9	275.68	MTD009PM
275.68	279.968	MTD009PM
281.136	286.976	MTD009PM
288.032	291.78	MTD009PM
291.78	296.52	MTD009PM
296.52	301.24	MTD009PM
