22.741	24.71	MTD012ME
24.71	27.65	MTD012ME
27.65	29.046	MTD012ME
37.148	38.368	MTD012ME
207.148	213.408	MTD012ME
216.272	225.392	MTD012ME
240.733	241.547	MTD012ME
255.328	255.877	MTD012ME
262.148	264.56	MTD012ME
264.56	265.369	MTD012ME
266.996	267.809	MTD012ME
364.824	365.604	MTD012ME
368	368.94	MTD012ME
368.94	370.09	MTD012ME
370.09	371.27	MTD012ME
371.27	376.032	MTD012ME
465.044	466.366	MTD012ME
558.591	559.373	MTD012ME
562.803	563.52	MTD012ME
584.688	586.04	MTD012ME
586.04	586.64	MTD012ME
586.64	587.811	MTD012ME
589.066	593.96	MTD012ME
593.96	594.489	MTD012ME
597.579	600.427	MTD012ME
624.867	629.24	MTD012ME
632.064	634.122	MTD012ME
695.639	696.554	MTD012ME
698.432	699.096	MTD012ME
705.528	708.64	MTD012ME
721.311	722.242	MTD012ME
745.36	747.328	MTD012ME
760.768	762.72	MTD012ME
767.744	769.152	MTD012ME
789.754	792.13	MTD012ME
797.991	798.771	MTD012ME
821.52	823.576	MTD012ME
824.512	834.39	MTD012ME
834.39	837.271	MTD012ME
855.127	857.737	MTD012ME
896.43	897.026	MTD012ME
897.872	905.91	MTD012ME
905.91	909.232	MTD012ME
938.176	940.304	MTD012ME
961.424	964.584	MTD012ME
965.567	968.36	MTD012ME
968.36	969.264	MTD012ME
982.279	985.264	MTD012ME
991.694	992.672	MTD012ME
1049.78	1055.54	MTD012ME
1055.54	1058.92	MTD012ME
1058.92	1060.74	MTD012ME
1062.31	1063.87	MTD012ME
1069.36	1072.17	MTD012ME
1072.17	1075.23	MTD012ME
1076.85	1081.97	MTD012ME
1081.97	1083.82	MTD012ME
1085.34	1086.11	MTD012ME
1087.71	1093.7	MTD012ME
1096.34	1097.66	MTD012ME
1099.74	1100.78	MTD012ME
1128.49	1129.3	MTD012ME
1129.3	1130.02	MTD012ME
1169.87	1171.57	MTD012ME
1284.65	1286.38	MTD012ME
1317.42	1318.95	MTD012ME
1339.03	1339.81	MTD012ME
1364.72	1368.03	MTD012ME
1368.03	1370.08	MTD012ME
1370.85	1374.51	MTD012ME
