21.033	22.71	MTD009PM
22.71	24.25	MTD009PM
24.25	28.37	MTD009PM
28.37	30.93	MTD009PM
30.93	33.46	MTD009PM
33.46	36.522	MTD009PM
39.504	43.09	MTD009PM
43.09	48.44	MTD009PM
48.44	51.62	MTD009PM
51.62	61.048	MTD009PM
61.048	64.1	MTD009PM
64.1	66.22	MTD009PM
66.22	75.997	MTD009PM
75.997	82.15	MTD009PM
82.15	84.04	MTD009PM
84.04	86.21	MTD009PM
86.21	91.42	MTD009PM
91.42	93.83	MTD009PM
93.83	96	MTD009PM
96	98.219	MTD009PM
98.219	102.21	MTD009PM
102.21	107.608	MTD009PM
109.507	110.51	MTD009PM
110.51	111.82	MTD009PM
111.82	113.009	MTD009PM
114.556	121.77	MTD009PM
121.77	124.69	MTD009PM
124.69	127.58	MTD009PM
127.58	134.16	MTD009PM
134.16	137.69	MTD009PM
137.69	140.01	MTD009PM
141.27	146.61	MTD009PM
146.61	147.91	MTD009PM
147.91	148.52	MTD009PM
148.52	155.1	MTD009PM
155.1	156.11	MTD009PM
156.11	157.616	MTD009PM
158.323	163.542	MTD009PM
164.991	174.116	MTD009PM
175.092	180.176	MTD009PM
180.715	181.456	MTD009PM
182.466	184.52	MTD009PM
432.29	433.09	MTD009PM
433.09	434.95	MTD009PM
434.95	437.36	MTD009PM
437.36	437.812	MTD009PM
440.388	442.22	MTD009PM
442.22	443.89	MTD009PM
793.943	794.818	MTD009PM
796.085	797.87	MTD009PM
915.834	917.39	MTD009PM
917.39	918.022	MTD009PM
919.838	924.418	MTD009PM
926.842	928.02	MTD009PM
934.418	935.192	MTD009PM
944.884	948.352	MTD009PM
949.584	953.234	MTD009PM
954.985	960.339	MTD009PM
961.51	969.08	MTD009PM
969.08	970.264	MTD009PM
971.106	978.78	MTD009PM
978.78	979.591	MTD009PM
982.183	982.823	MTD009PM
984.832	987.78	MTD009PM
990.455	991.263	MTD009PM
995.471	996.549	MTD009PM
999.276	1000.38	MTD009PM
1000.38	1001.16	MTD009PM
1008.21	1009.05	MTD009PM
1037.55	1038.19	MTD009PM
1068.51	1069.22	MTD009PM
1073.7	1080.77	MTD009PM
1080.77	1087.73	MTD009PM
1087.73	1091.78	MTD009PM
1092.33	1093.69	MTD009PM
1093.69	1101.87	MTD009PM
1101.87	1109.64	MTD009PM
1109.64	1112.93	MTD009PM
1112.93	1114.45	MTD009PM
1116.12	1119.21	MTD009PM
1119.21	1122.25	MTD009PM
1123.09	1124.1	MTD009PM
1130.06	1130.84	MTD009PM
1130.84	1132.21	MTD009PM
1142.46	1144.38	MTD009PM
1144.38	1145.02	MTD009PM
1167.76	1168.44	MTD009PM
1176.25	1177.12	MTD009PM
1182.91	1183.66	MTD009PM
1211.78	1212.79	MTD009PM
1216.76	1217.91	MTD009PM
1217.91	1219.82	MTD009PM
1240.12	1240.76	MTD009PM
1243.3	1247.85	MTD009PM
1247.85	1250.54	MTD009PM
1250.54	1255.07	MTD009PM
1255.07	1257.61	MTD009PM
1258.38	1268.89	MTD009PM
1268.89	1274.31	MTD009PM
1274.31	1278.95	MTD009PM
1278.95	1279.67	MTD009PM
1281.02	1283.72	MTD009PM
1283.72	1291.26	MTD009PM
1291.26	1292.27	MTD009PM
1293.24	1303.56	MTD009PM
1303.56	1304.89	MTD009PM
1305.8	1306.51	MTD009PM
1307.58	1313.53	MTD009PM
1313.53	1314.92	MTD009PM
1317.4	1318.78	MTD009PM
1321.07	1324.84	MTD009PM
1329.94	1334.55	MTD009PM
1334.55	1341.19	MTD009PM
1341.19	1346.52	MTD009PM
1346.52	1347.66	MTD009PM
1348.95	1357.23	MTD009PM
1357.23	1365.76	MTD009PM
1365.76	1370.33	MTD009PM
1370.33	1372.75	MTD009PM
1380.26	1381.13	MTD009PM
1383.35	1384.23	MTD009PM
1385.98	1388.5	MTD009PM
1388.5	1389.18	MTD009PM
1389.75	1390.53	MTD009PM
1391.9	1395.15	MTD009PM
1395.15	1400.69	MTD009PM
1413.65	1414.36	MTD009PM
1417.74	1418.96	MTD009PM
1418.96	1419.49	MTD009PM
1432.56	1434.13	MTD009PM
1434.13	1435.44	MTD009PM
1435.44	1437.94	MTD009PM
1437.94	1445.79	MTD009PM
1445.79	1447.68	MTD009PM
1447.81	1453.35	MTD009PM
1453.35	1457.96	MTD009PM
1457.96	1459.59	MTD009PM
1459.59	1461.5	MTD009PM
1465.85	1466.84	MTD009PM
1477.72	1478.53	MTD009PM
1482.85	1483.57	MTD009PM
1483.57	1487.77	MTD009PM
1488.78	1496.99	MTD009PM
1496.99	1498.4	MTD009PM
1502.01	1503.02	MTD009PM
1507.67	1508.34	MTD009PM
1509.79	1510.43	MTD009PM
1514.1	1517.73	MTD009PM
1518.51	1520.63	MTD009PM
1523.76	1525.61	MTD009PM
1531	1531.71	MTD009PM
1566.45	1567.17	MTD009PM
1567.17	1567.7	MTD009PM
1569.28	1573.19	MTD009PM
1574.3	1576.77	MTD009PM
1576.77	1579.32	MTD009PM
1580.29	1584.3	MTD009PM
1585.17	1587.49	MTD009PM
1587.49	1588	MTD009PM
1589.62	1591.8	MTD009PM
1591.8	1593.69	MTD009PM
1593.69	1597.22	MTD009PM
1597.22	1600.56	MTD009PM
1601.8	1607.39	MTD009PM
1608.87	1611.44	MTD009PM
1611.44	1613.96	MTD009PM
1653.25	1653.88	MTD009PM
1679.12	1680.1	MTD009PM
1686.66	1691.53	MTD009PM
1691.53	1692.53	MTD009PM
1711.34	1713.49	MTD009PM
1713.49	1715.17	MTD009PM
1717.63	1720.93	MTD009PM
1726.27	1732.5	MTD009PM
1733.24	1734.38	MTD009PM
1735.59	1738.05	MTD009PM
1740.16	1741.94	MTD009PM
1742.79	1744.07	MTD009PM
1746.02	1747.6	MTD009PM
1750.46	1752.92	MTD009PM
1772.6	1774.99	MTD009PM
1777.55	1781.25	MTD009PM
1804.3	1805.71	MTD009PM
1808.51	1810.69	MTD009PM
1810.69	1815.2	MTD009PM
1816.82	1818.37	MTD009PM
